Fid,Drug_Name1,Reason1,Drug_Name2,Reason2,Rating,Reviews,Drugfollowers,Label
10.42.0.211-74.217.63.22-36335-443-6,Fexodine 120mg Tablet 10'S,Allergies,APP UP Tablet 10'SAPP UP Syrup 200ml,Appetite,8,3,1448,1
219.142.78.162-10.42.0.211-80-49212-6,Fexofast 120mg Tablet 10'SFexofast 180mg Tablet 10'S,Allergies,APP UP Plus Syrup 100mlAPP UP Plus Syrup 200ml,Appetite,6,4,34,0
216.58.219.202-10.42.0.211-443-51389-6,Fexofen 180mg Tablet 6'SFexofen 120mg Tablet 6'S,Allergies,Aptimum Liquid 200ml,Appetite,1,75,134,1
10.42.0.211-23.205.27.180-59853-443-6,Fexolife 180mg Tablet 10'S,Allergies,Aptimust Drops 15mlAptimust 4mg Tablet 10'SAptimust Syrup 200ml,Appetite,9,18,1332,0
180.76.168.195-10.42.0.211-80-40423-6,Fexolife M Tablet 10'S,Allergies,Biopron Drops 15mlBiopron Syrup 200mlBiopron 4mg Tablet 10'S,Appetite,10,8,43,1
10.42.0.211-69.147.82.60-54708-443-6,Fexolup 120mg Tablet 6'S,Allergies,Carmicide EZ Drops 15ml,Appetite,10,2,134,1
172.217.12.193-10.42.0.42-443-34433-6,Fexolup M Tablet 10'S,Allergies,Choliv Drops 15ml,Appetite,10,106,32,0
172.217.6.195-10.42.0.42-443-48429-6,Fexomik 180mg Tablet 10'SFexomik 120mg Tablet 10'S,Allergies,Ciplactin Tablet 15'SCiplactin Syrup 200mlCiplactin Syrup 100ml,Appetite,10,12,134,1
10.42.0.211-10.42.0.1-58816-53-17,FEXONA Tablet 10's,Allergies,Ciplactin Plus Syrup 200ml,Appetite,9,0,32,0
10.42.0.211-52.84.37.172-57728-443-6,Fexoryl M 10/120mg Tablet 10'S,Allergies,Crazy Syrup 100ml,Appetite,7,13,379,0
208.80.154.224-10.42.0.211-443-58801-6,Fexotrol 180mg Tablet 10Fexotrol 120mg Tablet 10,Allergies,CYAPTIN Syrup 200ml,Appetite,7,11,16,1
140.205.34.4-10.42.0.211-443-56477-6,Fexova 180mg Tablet 10'SFexova 120mg Tablet 10'S,Allergies,CYAPTIN WITH CALCIUM Syrup 200ml,Appetite,1,4,32,1
10.42.0.211-77.234.41.79-41495-443-6,Fextim 120mg Tablet 10'SFextim 180mg Tablet 10'S,Allergies,Cydin AS Syrup 200ml,Appetite,10,61,1,0
10.42.0.151-98.139.180.180-38601-443-6,FEXTIVA 180mg Tablet 10's,Allergies,Cylip P Drops 30mlCylip P Syrup 200ml,Appetite,8,1,134,1
172.217.10.100-10.42.0.42-443-36855-6,Fextral 120mg Tablet 10'SFextral 180mg Tablet 10'S,Allergies,CYP L Drops 15mlCYP L Syrup 200ml,Appetite,1,16,3469,0
172.217.5.228-10.42.0.151-443-45708-6,Fexy Suspension 60mlFexy 180mg Tablet 10'SFexy 120mg Tablet 10'S,Allergies,Cypee Syrup 200ml,Appetite,9,12,742,1
172.217.10.14-10.42.0.211-443-53976-6,Finide 180mg Tablet 10'S,Allergies,Cyperin Syrup 200ml,Appetite,10,43,568,0
10.42.0.211-10.42.0.1-44002-53-17,Fixar 10/120mg Tablet 10'S,Allergies,Cypon Drops 15mlCypon Capsule 10'SCypon Syrup 200ml,Appetite,9,2,36,1
182.254.5.234-10.42.0.151-80-34096-6,Floramin 10mg Tablet 10'S,Allergies,Cypon G Syrup 200ml,Appetite,10,2,134,0
174.35.73.135-10.42.0.211-443-41373-6,Flucold Clear 10/5mg Tablet 10'SFlucold Clear 4/2.5mg Syrup 60ml,Allergies,Cypotin Syrup 200ml,Appetite,7,11,596,0
172.217.6.195-10.42.0.151-443-56346-6,Fluencia L Tablet 10'S,Allergies,Cyprodol Syrup 100mlCyprodol 4mg Tablet 10'SCyprodol Syrup 200ml,Appetite,5,2,134,0
192.229.173.173-10.42.0.42-80-45581-6,Flutispray Nasal Spray 120Mdi,Allergies,Cyprol Syrup 200ml,Appetite,7,19,134,0
10.42.0.211-123.125.29.220-56056-80-6,FM 24 Tablet 10'S,Allergies,Cyprowal Syrup 100mlCyprowal Syrup 200ml,Appetite,2,18,1115,0
203.205.158.60-10.42.0.42-80-33371-6,Foristal Tablet 10'S,Allergies,Cypstar Syrup 200ml,Appetite,10,2,33,1
10.42.0.211-54.192.37.226-37395-443-6,Foristal Lontabs 2.5mg Tablet 10'S,Allergies,Digipen Syrup 200ml,Appetite,10,24,36,1
172.217.12.176-10.42.0.151-443-56388-6,Formicet Tablet 10'S,Allergies,Episure Syrup 200ml,Appetite,10,24,55,0
10.42.0.211-23.23.242.24-50453-443-6,Formicet LM Tablet 10'S,Allergies,Fenu G Powder 3Gm,Appetite,7,12,531,0
10.42.0.211-104.244.43.3-40769-443-6,FULCORT 6mg Tablet 10's,Allergies,Grogro Syrup 200ml,Appetite,8,23,134,0
10.42.0.211-52.26.183.201-55149-443-6,Fullcover Tablet 10'SFullcover Suspension 60ml,Allergies,GROMARK Drops 15mlGROMARK Syrup 200ml,Appetite,10,3,36,1
10.42.0.211-98.139.180.149-42947-80-6,FX 24 Suspension 60mlFX 24 120mg Tablet 10'SFX 24 180mg Tablet 10'S,Allergies,HEPDINE Syrup 200ml,Appetite,10,28,134,1
10.42.0.211-106.39.162.36-55112-80-6,Galegra 120mg Tablet 6'S,Allergies,HEPTAD Syrup 200ml,Appetite,3,35,134,1
216.58.217.67-10.42.0.211-80-39257-6,Gemfex 180mg Tablet 10'S,Allergies,Heptidin 2mg Tablet 10'SHeptidin 4mg Tablet 10'S,Appetite,6,34,134,1
172.217.6.206-10.42.0.151-443-42318-6,Glemont F Tablet 10'S,Allergies,Hungree Syrup 200ml,Appetite,1,6,342,1
10.42.0.1-10.42.0.42-53-2760-17,Glencet 5mg Tablet 10'S,Allergies,Hysin Drops 30mlHysin Syrup 200ml,Appetite,10,59,33,0
10.42.0.151-31.13.80.5-45356-443-6,Glenfine 120mg Tablet 10'SGlenfine 180mg Tablet 10'S,Allergies,Ibiapt Syrup 200ml,Appetite,10,33,23,1
216.58.217.100-10.42.0.211-443-53488-6,Glenzal 5mg Tablet 10'SGlenzal 2.5mg Syrup 30ml,Allergies,Kemlactin Syrup 200ml,Appetite,9,35,134,0
10.42.0.211-10.42.0.1-45185-53-17,Halomesh 0.05%W/W Cream 15gm,Allergies,Longifene A Syrup 200ml,Appetite,10,0,28,0
10.42.0.211-107.21.116.9-54554-443-6,Hatric 3 Suspension 60mlHatric Syrup 30mlHatric 5mg Tablet 10'S,Allergies,Lupactin 4mg Tablet 10'SLupactin 2mg Tablet 10'SLupactin Syrup 200ml,Appetite,7,62,134,0
202.77.129.150-10.42.0.151-443-41478-6,Healcet Syrup 60ml,Allergies,Lupactin Forte Syrup 200ml,Appetite,8,63,134,1
10.42.0.1-10.42.0.42-53-47518-17,Hhfexo 180mg Tablet 10'S,Allergies,Neopedine Syrup 200ml,Appetite,7,132,35,0
163.177.151.166-10.42.0.42-80-50272-6,HHFEXO M Suspension 60ml,Allergies,Normatone Syrup 210ml,Appetite,10,18,134,1
173.241.242.143-10.42.0.211-443-57422-6,Hhlevo 5mg Tablet 10'S,Allergies,Oraxin Syrup 200mlOraxin Syrup 100ml,Appetite,9,9,5134,0
10.42.0.211-10.42.0.1-16048-53-17,Hhlevo M Tablet 10'S,Allergies,Papytazyme Syrup 200ml,Appetite,10,0,599,1
10.42.0.211-54.192.38.7-42411-443-6,Hhlevo M Kid Suspension 60mlHhlevo M Kid Tablet 10'S,Allergies,PELCYP Syrup 200ml,Appetite,10,8,418,0
180.149.136.194-10.42.0.211-80-54204-6,Hicet 10mg Tablet 10'SHicet 5mg Syrup 30ml,Allergies,PEP ON Syrup 200mlPEP ON 4mg Tablet 10'S,Appetite,10,19,55,1
10.42.0.151-10.42.0.1-11543-53-17,Hicet L Syrup 30mlHicet L Tablet 10'S,Allergies,Practin Syrup 200mlPractin 4mg Tablet 10'S,Appetite,4,80,134,1
205.204.101.182-10.42.0.211-443-46094-6,Hicope 10Mg Tablet 15's,Allergies,Practin EN Syrup 200ml,Appetite,4,0,533,0
172.217.7.132-10.42.0.211-443-58094-6,Hilerin 10mg Tablet 10'S,Allergies,Practin Pearls 4mg Capsule 10'S,Appetite,7,17,23,1
10.42.0.211-10.42.0.1-1764-53-17,Hisnofil 10mg Tablet 10'S,Allergies,Rarritol Syrup 200ml,Appetite,3,13,45,0
10.42.0.211-115.239.210.141-58269-80-6,Hista 120mg Tablet 10'S,Allergies,Toractin Syrup 200ml,Appetite,10,37,599,0
10.42.0.211-10.42.0.1-39439-53-17,Hista 3G 10/120mg Tablet 10'S,Allergies,Torliv Syrup 100mlTorliv Syrup 200ml,Appetite,9,4,251,1
10.42.0.151-36.110.210.167-50947-80-6,Histaban 10mg Tablet 10'SHistaban 5mg Tablet 10'S,Allergies,Tricohep Syrup 200ml,Appetite,7,18,134,1
10.42.0.211-103.235.46.212-35014-443-6,Histaban M 10/5mg Tablet 10'S,Allergies,Amiodar 200mg Tablet 10'SAmiodar 100mg Tablet 10'S,Arrhythmiasis,9,4,134,0
10.42.0.42-68.67.178.111-40642-443-6,Histacet 10mg Tablet 10'S,Allergies,Amiodarone 150mg Injection 1'S,Arrhythmiasis,9,8,134,1
172.217.6.238-10.42.0.151-443-45675-6,Histafree 120mg Tablet 10'SHistafree 180mg Tablet 10'SHistafree Suspension 60ml,Allergies,Amiodon 200mg Tablet 10'SAmiodon 100mg Tablet 10'S,Arrhythmiasis,10,7,134,0
172.217.10.46-10.42.0.151-443-48726-6,Histafree M Tablet 10'S,Allergies,Amione 100mg Tablet 10'SAmione 200mg Tablet 10'S,Arrhythmiasis,2,31,1345,1
10.42.0.151-64.71.142.124-55387-443-6,Histakem 120mg Tablet 10'SHistakem 180mg Tablet 10'S,Allergies,Amipace 200mg Tablet 10'SAmipace 100mg Tablet 10'S,Arrhythmiasis,10,3,134,0
174.129.32.117-10.42.0.211-443-48915-6,Histakind 180mg Tablet 10'SHistakind 120mg Tablet 10'SHistakind 30mg Suspension 60ml,Allergies,ATP UP 60mg Tablet 10'S,Arrhythmiasis,9,19,37,1
172.217.3.106-10.42.0.42-443-33565-6,Histakind M 10/120mg Tablet 10'S,Allergies,Cordarone 100mg Tablet 10'SCordarone Injection 3ml,Arrhythmiasis,1,76,692,0
172.217.12.195-10.42.0.151-443-60411-6,Histaover Drops 15ml,Allergies,Cordarone X Tablet 10'S,Arrhythmiasis,10,13,517,0
172.217.10.42-10.42.0.151-443-44134-6,Histeeze L 5mg Tablet 10'S,Allergies,Desfre 250mg Tablet 10'S,Arrhythmiasis,9,14,219,0
10.42.0.211-64.71.142.124-38665-443-6,Hynorax 25Mg Tablet 15'sHynorax 10Mg Syrup 100mlHynorax 10Mg Tablet 15's,Allergies,Dilsave 4mg Tablet 10'SDilsave 400mg Tablet 10'SDilsave 8mg Tablet 10'S,Arrhythmiasis,10,0,212,0
211.236.244.151-10.42.0.211-80-34466-6,HYNOSURE 10mg Tablet 10'sHynosure 25Mg Tablet 10's,Allergies,Dixin Injection 2mlDixin 0.25mg Tablet 10'S,Arrhythmiasis,9,5,217,0
10.42.0.211-10.42.0.1-15900-53-17,Hyzine 10mg Tablet 10'S,Allergies,Dixin Pead 50mcg Syrup 60ml,Arrhythmiasis,10,129,134,1
10.42.0.211-23.206.166.66-48292-80-6,Ibalert Oral Disintegrating Strips 10'S,Allergies,Duron 150mg Injection 3mlDuron 200mg Injection 1'SDuron 200mg Tablet 10'SDuron 100mg Tablet 10'S,Arrhythmiasis,1,47,517,1
180.149.153.68-10.42.0.211-80-55593-6,IBALERT M KID Syrup 60ml,Allergies,Eurythmic 200mg Tablet 10'SEurythmic 150mg Prefilled Syringe 3mlEURYTHMIC 100mg Tablet 10's,Arrhythmiasis,8,30,32,0
10.42.0.42-64.71.142.110-44985-80-6,Ibialert Syrup 60mlIbialert 5mg Tablet 10'S,Allergies,Flecarite 50mg Tablet 10'SFlecarite 100mg Tablet 10'S,Arrhythmiasis,2,9,42,0
10.42.0.151-31.13.71.3-36886-443-6,Ibikast Tablet 10'S,Allergies,Lanoxin 0.25mg Tablet 10'S,Arrhythmiasis,8,24,33,0
10.42.0.211-10.42.0.1-10641-53-17,Ibikast L Kid Syrup 60ml,Allergies,Mexohar 50Mg Capsule 30's,Arrhythmiasis,10,4,344,1
10.42.0.1-10.42.0.42-53-38635-17,IBREX 180mg Tablet 10'sIBREX 120mg Tablet 10's,Allergies,Multaq 400mg Tablet 10'S,Arrhythmiasis,6,5,134,1
10.42.0.151-10.42.0.1-8507-53-17,IBREX MT Tablet 10's,Allergies,Norpace 100mg Capsule 10'S,Arrhythmiasis,2,168,1368,1
162.208.22.39-10.42.0.42-443-57844-6,IF 2 5mg Tablet 10'S,Allergies,Pacenorm 200mg Tablet 10'S,Arrhythmiasis,8,17,37,1
172.217.6.206-10.42.0.151-443-56384-6,Immunorel 5% Injection 50ml,Allergies,Pradil 150mg Tablet 10'S,Arrhythmiasis,1,1,31,1
151.101.117.140-10.42.0.211-443-35782-6,Incid L Tablet 10'SIncid L Syrup 60ml,Allergies,Ritebeat 200mg Tablet 10'SRitebeat 100mg Tablet 10'S,Arrhythmiasis,7,4,364,0
172.217.3.110-10.42.0.151-443-45768-6,Incid MD Tablet 10'S,Allergies,Tachyra 100mg Tablet 10'STachyra Injection 3mlTachyra 200mg Tablet 10'S,Arrhythmiasis,7,36,134,1
10.42.0.211-98.139.199.205-59085-443-6,Incidal Tablet 10'S,Allergies,Actemra 200mg Injection 1'SActemra 400mg Injection 1'SActemra 80mg Injection 1'S,Arthritis,7,59,134,0
10.42.0.151-65.55.118.92-46144-80-6,Infinair 5/10mg Tablet 10'S,Allergies,Actis C2 Tablet 10'S,Arthritis,1,17,134,0
198.105.244.11-10.42.0.42-80-34496-6,Infinair LD 4/2.5mg Tablet 10'S,Allergies,Adalirel 40mg Injection 1'S,Arthritis,8,22,134,0
10.42.0.151-23.66.240.213-55015-80-6,Infunor 2mg Injection 2ml,Allergies,Aramact 100mg Tablet 10'S,Arthritis,8,9,399,1
10.42.0.211-121.12.98.62-35328-80-6,Instazin 10mg Tablet 10'S,Allergies,Arava 20mg Tablet 30'SArava 10mg Tablet 30'S,Arthritis,9,40,37,0
172.217.10.78-10.42.0.151-443-49472-6,Intavil 25mg Injection 10mlIntavil 25mg Injection 2ml,Allergies,Arth 500/400mg Tablet 10'S,Arthritis,10,0,752,1
10.42.0.211-64.71.142.96-53661-443-6,Intazin Syrup 30ml,Allergies,Arthrella Ointment 30gm,Arthritis,7,33,37,0
10.42.0.211-23.203.49.224-36090-443-6,Intazin L Tablet 10'S,Allergies,Arthromuv Capsule 10'S,Arthritis,9,35,134,1
10.42.0.211-54.243.77.213-35768-443-6,IZI MD 5mg Tablet 10'S,Allergies,Artilage Tablet 10'S,Arthritis,10,17,213,0
10.42.0.211-106.39.169.66-44283-80-6,Jotair L 4/2.5mg Syrup 60mlJotair L Tablet 10'S,Allergies,AZAFLY 50mg Tablet 10's,Arthritis,10,1,134,1
10.42.0.151-52.5.125.80-37302-443-6,Ketorid Eye Drops 5ml,Allergies,Bestlin Liniment 60ml,Arthritis,10,29,247,1
10.42.0.211-10.42.0.1-61397-53-17,KIND 5mg Tablet 10's,Allergies,Biojoynt Tablet 10'S,Arthritis,4,73,334,0
10.42.0.1-10.42.0.42-53-54468-17,KLM FX 180mg Tablet 10'S,Allergies,Bioquin 200mg Tablet 10'S,Arthritis,10,5,757,1
172.217.3.110-10.42.0.211-443-54061-6,L 5mg Tablet 10's,Allergies,Blaztere 4mg Injection 1'S,Arthritis,10,1,134,0
163.177.151.166-10.42.0.211-443-57528-6,L Alerid 5mg Tablet 10'SL Alerid 2.5mg Syrup 30ml,Allergies,Bonheal 250mg Syrup 200ml,Arthritis,2,87,23,0
10.42.0.211-64.71.142.124-52949-443-6,L Alerid AX 5/75mg Capsule 10'S,Allergies,Bonheal Max Tablet 10'S,Arthritis,10,5,134,1
10.42.0.211-103.7.30.118-49042-80-6,L Cetiriz Syrup 30mlL Cetiriz Tablet 10'S,Allergies,Bonspark 2200IU Nasal Spray 3.7ml,Arthritis,9,7,623,1
172.217.10.46-10.42.0.211-443-50186-6,L Cetramac 5mg Tablet 10'SL Cetramac Syrup 30ml,Allergies,Cadivestin 250mg Tablet 10'S,Arthritis,9,7,486,0
10.42.0.211-23.217.155.120-35942-80-6,L Cetriver 5mg Tablet 10'S,Allergies,Cartidin 50mg Capsule 10'S,Arthritis,1,132,134,1
10.42.0.42-87.240.165.80-41928-80-6,L Cetrizet 5mg Tablet 10'S,Allergies,Cartigen DN Tablet 10'S,Arthritis,10,6,517,0
10.42.0.151-13.32.234.180-37609-443-6,L Cetron Tablet 10'SL Cetron Syrup 30mlL Cetron 10mg Tablet 10'S,Allergies,Cartipil Tablet 10'S,Arthritis,8,12,38,1
10.42.0.211-23.206.166.66-53449-80-6,L Dio 1 Tablet 10'S,Allergies,Cartisafe D Tablet 10'SCartisafe D OD Tablet 10'S,Arthritis,5,12,43,0
172.217.6.234-10.42.0.211-443-40129-6,L Hist Syrup 30mlL Hist 5mg Tablet 10'S,Allergies,Celedol 200mg Capsule 10'SCeledol 100mg Capsule 10'S,Arthritis,9,40,35,1
172.217.10.34-10.42.0.42-443-41083-6,L Hist Mont 10/5mg Tablet 10'SL Hist Mont 4/2.5mg Tablet 10'SL Hist Mont 4/2.5mg Syrup 30ml,Allergies,Cilamin 250mg Capsule 10'S,Arthritis,1,14,1343,0
172.217.12.163-10.42.0.42-80-44869-6,L Hist Mont FX 10/120mg Tablet 10'S,Allergies,Cipleumab 40mg Prefilled Syringe 0.8ml,Arthritis,3,12,134,0
172.217.10.110-10.42.0.42-443-47023-6,L Hist Mont Junior Tablet 10'SL Hist Mont Junior Syrup 100ml,Allergies,Cleft 20mg Tablet 10'SCleft 10mg Tablet 10'S,Arthritis,10,6,1448,0
8.0.6.4-8.6.0.1-0-0-0,L Lodizin 5mg Tablet 10'S,Allergies,Coerip Trio Capsule 14'S,Arthritis,5,5,134,0
172.217.7.10-10.42.0.211-443-55971-6,L Lordizin Syrup 30mlL Lordizin 5Mg Tablet 10's,Allergies,Collashot 10gm Oral Solution 25ml,Arthritis,8,20,134,0
216.58.217.99-10.42.0.42-443-60672-6,L Lordizin M Tablet 10's,Allergies,COLLPURE Tablet 10's,Arthritis,7,30,32,1
10.42.0.151-31.13.71.3-34122-443-6,L Mon Day Tablet 10'S,Allergies,CQ Heal 500mg Capsule 10'S,Arthritis,7,43,36,1
8.41.222.241-10.42.0.151-443-43246-6,L Mon Day Kid Tablet 10'S,Allergies,Dcr 50Mg Capsule 10's,Arthritis,5,38,1349,0
10.42.0.151-10.42.0.1-35300-53-17,L Montus Tablet 15'SL MONTUS Tablet 10'SL Montus Syrup 60ml,Allergies,Dcr Plus Tablet 10's,Arthritis,8,33,31,0
174.35.73.134-10.42.0.211-80-38271-6,L Montus Flash Tablet 10'S,Allergies,Decerin CM Tablet 10'S,Arthritis,1,60,2134,0
172.217.10.78-10.42.0.151-443-42845-6,L Montus FX 10/120mg Tablet 10'S,Allergies,Dfriz Tablet 10'S,Arthritis,10,7,332,1
10.42.0.211-27.221.28.204-35672-80-6,L Montus Kid Tablet 10'S,Allergies,DG 3 Tablet 10'S,Arthritis,9,7,134,1
10.42.0.151-10.42.0.1-40507-53-17,L Montus Kid Forte Tablet 10'S,Allergies,DGM Plus Capsule 10'S,Arthritis,9,38,572,1
180.149.138.210-10.42.0.42-80-57748-6,L Zine 5mg Tablet 10'S,Allergies,Diajoint 50mg Tablet 10'SDiajoint Tablet 10'S,Arthritis,6,21,591,1
10.42.0.211-123.125.29.138-51687-80-6,Lasma LC Tablet 10'S,Allergies,Diasol 50mg Capsule 10'S,Arthritis,10,8,45,1
10.42.0.211-10.42.0.1-24569-53-17,Lasma LC Kid Tablet 10'S,Allergies,Diasten GM 500/50/250mg Tablet 10'S,Arthritis,10,9,42,0
10.42.0.211-13.107.3.128-60415-443-6,Lastair 10mg Tablet 10'SLastair 5mg Tablet 10'S,Allergies,DICEWIN 50mg Tablet 10's,Arthritis,10,14,134,1
10.42.0.211-10.42.0.1-22348-53-17,Laveta 5mg Syrup 30mlLaveta 10mg Tablet 15'SLaveta 5mg Tablet 10'SLaveta Syrup 30mlLaveta Tablet 10'S,Allergies,Distamin 250mg Capsule 10'S,Arthritis,5,5,197,0
180.149.136.194-10.42.0.211-443-55745-6,Laveta M Syrup 60mlLaveta M Tablet 10'S,Allergies,Dolestin 250mg Tablet 10'S,Arthritis,10,3,581,0
10.42.0.211-23.192.76.180-58154-80-6,Laveta M Kid Tablet 10'S,Allergies,Durajoint 50mg Capsule 10'S,Arthritis,2,22,134,0
10.42.0.1-10.42.0.42-53-46228-17,LC 2.5mg Tablet 10'S,Allergies,Durajoint GM Tablet 10'S,Arthritis,5,4,172,1
10.42.0.211-104.192.110.245-57633-443-6,LC OD 5mg Tablet 10'S,Allergies,Durolane Injection(Pfs) 3ml,Arthritis,10,49,999,0
10.42.0.1-10.42.0.42-53-46973-17,LC Troy 5mg Tablet 10'S,Allergies,Dycerin 50mg Capsule 10'S,Arthritis,10,6,134,1
10.42.0.42-13.107.254.128-36664-443-6,Lcet M 10/5mg Syrup 60ml,Allergies,Dycerin A Tablet 10'S,Arthritis,8,14,134,0
10.42.0.211-104.193.88.109-53968-80-6,Lcfex 180mg Tablet 10'SLCFEX 120MG TABLET 10'S,Allergies,Dycerin GM Tablet 10'S,Arthritis,8,65,211,1
172.217.10.106-10.42.0.151-443-34959-6,LCFEX MONT 10/120mg Tablet 10's,Allergies,Eljoin 50mg Tablet 10'S,Arthritis,8,7,42,0
172.217.10.3-10.42.0.151-443-40189-6,Lcod Plus 10/5mg Tablet 10'S,Allergies,Eltrodar Capsule 10'S,Arthritis,10,7,242,1
10.42.0.211-23.194.140.128-42239-443-6,LCZ 10MG TABLET 10'SLCZ 5MG TABLET 10'SLCZ SYRUP 60ML,Allergies,Enbrel 50mg Injection(Pfs) 1ml,Arthritis,10,0,465,1
10.42.0.1-10.42.0.42-53-39257-17,LCZ MONT 10/5MG TABLET 10'S,Allergies,Etoford 120mg Tablet 10'S,Arthritis,2,1,134,0
10.42.0.211-66.231.239.122-39581-80-6,Ldio 1 M 4/2.5mg Tablet 10'SLdio 1 M 10/5mg Tablet 10'S,Allergies,Etofree 400mg Tablet 10'SEtofree ER 600mg Tablet 10'S,Arthritis,1,8,3134,1
172.217.7.131-10.42.0.151-443-55472-6,LE ZENRID Tablet 10's,Allergies,Etofree P Tablet 10'S,Arthritis,2,26,6134,0
10.42.0.151-104.31.88.167-50376-80-6,LEBIA 2.5mg Tablet 10'sLEBIA 5mg Tablet 10's,Allergies,Etogesic MR 4mg Tablet 10'SEtogesic 400mg Tablet 10'SEtogesic ER 600mg Tablet 10'S,Arthritis,3,10,134,0
10.42.0.211-10.42.0.1-49213-53-17,LEBIA M Tablet 10's,Allergies,Etolife 400mg Tablet 10'S,Arthritis,10,26,517,1
10.42.0.151-31.13.80.5-45989-443-6,LEBIA M KID Tablet 10's,Allergies,Etoload ER 400mg Tablet 10'S,Arthritis,10,4,3482,1
203.205.158.37-10.42.0.151-80-55898-6,Lecet 2.5mg Syrup 60mlLecet 5mg Tablet 10'S,Allergies,Etomax 400mg Tablet 10'S,Arthritis,5,3,816,0
174.35.73.77-10.42.0.211-80-50429-6,LECETZY 5mg Tablet 10's,Allergies,Etornext ER 600mg Tablet 10'S,Arthritis,6,29,373,1
10.42.0.211-10.42.0.1-21102-53-17,LECETZY AM Tablet 10's,Allergies,Etosafe ER Tablet 10'S,Arthritis,8,92,134,0
198.11.132.221-10.42.0.151-443-56614-6,Lecope 5mg Tablet 10'S,Allergies,Etova MR Forte Tablet 10'SEtova ER 600mg Tablet 10'SEtova 200mg Tablet 10'SEtova 400mg Tablet 10'SEtova ER 400mg Tablet 10'SEtova MR 400/4mg Tablet 10'SEtova 300mg Tablet 10'S,Arthritis,10,3,41348,1
172.217.12.202-10.42.0.151-443-45066-6,Lecope DT Tablet 10'S,Allergies,Fitjoint Capsule 10'S,Arthritis,1,2,71341,0
10.42.0.42-104.193.88.109-41640-80-6,Lecope M Tablet 10'S,Allergies,Fitjoint GM Tablet 10'S,Arthritis,8,6,34,1
172.217.12.130-10.42.0.42-443-34534-6,LECVIS 5mg Tablet 15's,Allergies,Freeup ER Tablet 10'S,Arthritis,7,29,134,0
219.142.78.162-10.42.0.42-443-36047-6,Lecy 5mg Tablet 10'S,Allergies,Freevestin Tablet 10'S,Arthritis,1,21,37,0
180.149.138.197-10.42.0.211-80-44169-6,Lecy M Syrup 60mlLecy M 10/5mg Tablet 10'S,Allergies,Gemcerin 50mg Capsule 10'SGemcerin 50mg Tablet 10'S,Arthritis,6,12,134,0
10.42.0.211-106.39.162.36-49781-80-6,Leecet M Tablet 10'S,Allergies,Gemcerin G Tablet 10'S,Arthritis,7,0,3134,0
172.217.7.227-10.42.0.211-80-53318-6,Leet Syrup 60ml,Allergies,Gencart Tablet 10'S,Arthritis,10,4,787,0
172.217.3.110-10.42.0.42-443-57888-6,Lejet Tablet 10'SLejet Syrup 50ml,Allergies,Glucozone Tablet 10'S,Arthritis,9,106,214,1
172.217.3.99-10.42.0.211-443-48016-6,Lejet M JR Tablet 10'S,Allergies,Golsalic Tablet 10'S,Arthritis,4,46,385,1
172.217.12.138-10.42.0.151-443-56962-6,LEKAST Tablet 10's,Allergies,Gudcerin 50mg Capsule 10'S,Arthritis,10,38,31,0
192.229.173.173-10.42.0.211-443-44344-6,LEKAST KMD Tablet 10's,Allergies,HA Kem Injection,Arthritis,8,15,32,0
10.42.0.211-10.42.0.1-41386-53-17,Lemoleb 4/2.5mg Tablet 10'S,Allergies,Halonix One Injection(Pfs) 6mlHalonix Injection(Pfs) 1ml,Arthritis,9,0,134,0
10.42.0.211-36.51.254.232-41803-443-6,Lemostop 10/5mg Tablet 10'S,Allergies,Hilin GM Tablet 10'SHilin 50mg Capsule 10'S,Arthritis,3,22,4134,1
10.42.0.151-104.88.89.135-39620-443-6,Lenovo Syrup 30mlLenovo Syrup 60ml,Allergies,Hilin Ace Tablet 10'S,Arthritis,1,4,134,1
180.149.138.210-10.42.0.211-80-56439-6,Lerafil 5mg Tablet 10'S,Allergies,Hilin Plus Capsule 10'S,Arthritis,9,22,134,1
192.229.163.180-10.42.0.211-443-36632-6,Lerzin M 4/2.5mg Syrup 60mlLerzin M 10/5mg Tablet 10'S,Allergies,Hyalgan 20mg Injection 2ml,Arthritis,6,85,134,1
172.217.10.138-10.42.0.211-443-43025-6,Lesafe 5mg Tablet 10'S,Allergies,Hyalone 60mg Injection 4ml,Arthritis,10,0,517,1
10.42.0.211-54.192.38.236-54569-443-6,Leset MD Tablet 10'SLeset Tablet 10'S,Allergies,HYDROCAD 200mg Tablet 10's,Arthritis,8,15,134,0
219.142.78.217-10.42.0.211-80-59745-6,Lestal 5mg Tablet 10'S,Allergies,Hylasto One Injection(Pfs) 6ml,Arthritis,9,14,134,1
10.42.0.211-103.235.46.211-56422-443-6,Letzy M Tablet 10's,Allergies,HYNOV Injection(PFS) 6ml,Arthritis,9,22,21349,0
10.42.0.42-104.41.208.54-58986-443-6,Levact M 10/5mg Tablet 10'S,Allergies,Hytasone 8mg Injection(Pfs) 6ml,Arthritis,1,0,33,0
172.217.10.100-10.42.0.42-443-36855-6,Levact Plus Tablet 10'S,Allergies,Hyvisc Plus Injection 0.55ml,Arthritis,5,4,134,0
10.42.0.211-23.208.168.108-35587-80-6,Levapp 5mg Tablet 10'S,Allergies,IAL System Injection(Pfs) 1.1Ml,Arthritis,10,8,18,1
